Jurisdiction,Date,New Cases,7-day Average New Cases,Cumulative cases                          ,Population (2019),New Case Rate,7-Day Average New Case Rate,Cumulative Case Rate,County FIPS Code,Longitude,Latitude,Georeferenced Lat & Long
Venango,10/16/2020,9,6.7,175,50668,17.8,13.3,345.4,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Greene,09/30/2020,0,1.1,202,36233,0,3.2,557.5,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Greene,11/07/2020,7,8.7,347,36233,19.3,24.1,957.7,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Adams,01/13/2021,93,83.3,5713,103009,90.3,80.9,5546.1,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Greene,10/07/2020,1,1.4,212,36233,2.8,3.9,585.1,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Lebanon,08/28/2020,11,7,1727,141793,7.8,4.9,1218,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Franklin,06/19/2020,8,5.4,884,155027,5.2,3.5,570.2,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Franklin,12/18/2020,181,143,7492,155027,116.8,92.2,4832.7,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Bucks,09/22/2020,36,36,8593,628270,5.7,5.7,1367.7,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Northumberland,02/26/2021,23,12.4,8040,90843,25.3,13.7,8850.4,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Chester,08/23/2020,16,18.9,5498,524989,3,3.6,1047.3,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Allegheny,12/09/2020,1122,874.4,36690,1216045,92.3,71.9,3017.2,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Wyoming,04/05/2020,0,0.7,5,26794,0,2.7,18.7,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Franklin,05/15/2021,12,24,15101,155027,7.7,15.5,9740.9,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Delaware,03/23/2020,19,10.6,83,566747,3.4,1.9,14.6,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Perry,04/27/2020,1,1.1,28,46272,2.2,2.5,60.5,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Montour,06/08/2021,0,1.1,2024,18230,0,6.3,11102.6,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Cameron,05/03/2021,1,0.6,291,4447,22.5,12.8,6543.7,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Bucks,07/20/2020,81,46.1,6490,628270,12.9,7.3,1033,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Union,02/25/2021,131,28.7,5166,44923,291.6,63.9,11499.7,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Delaware,03/29/2021,249,184.1,44430,566747,43.9,32.5,7839.5,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Union,05/26/2021,4,3.9,6121,44923,8.9,8.6,13625.5,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Lebanon,03/25/2021,62,38.9,13661,141793,43.7,27.4,9634.5,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Greene,11/15/2020,20,18,479,36233,55.2,49.7,1322,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Elk,01/04/2021,40,29,1566,29910,133.7,97,5235.7,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Montgomery,12/23/2020,480,434.1,33208,830915,57.8,52.2,3996.6,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Lancaster,01/25/2021,253,267.7,36348,545724,46.4,49.1,6660.5,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Pike,11/25/2020,16,9.1,852,55809,28.7,16.4,1526.6,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Berks,04/16/2021,191,221.6,43302,421164,45.4,52.6,10281.5,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Union,06/06/2021,0,1.6,6141,44923,0,3.5,13670.1,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Lehigh,08/15/2020,12,15.9,5099,369318,3.2,4.3,1380.7,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Dauphin,09/03/2020,18,24,3425,278299,6.5,8.6,1230.7,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Crawford,07/04/2020,4,1.9,71,84629,4.7,2.2,83.9,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Erie,10/26/2020,39,21.3,2063,269728,14.5,7.9,764.8,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Pennsylvania,04/16/2021,5099,4961.7,1104884,12801989,39.8,38.8,8630.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Montour,05/03/2021,3,3.3,1973,18230,16.5,18,10822.8,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Dauphin,12/27/2020,93,164.4,13486,278299,33.4,59.1,4845.9,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Chester,04/28/2020,40,55.1,1328,524989,7.6,10.5,253,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Venango,11/01/2020,10,12.4,326,50668,19.7,24.5,643.4,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Bucks,04/25/2020,85,110.4,2556,628270,13.5,17.6,406.8,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Union,02/12/2021,14,20.6,4880,44923,31.2,45.8,10863,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Bradford,07/28/2020,5,2.1,98,60323,8.3,3.6,162.5,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Northumberland,01/15/2021,43,58.1,6186,90843,47.3,64,6809.6,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
McKean,09/08/2020,3,0.7,52,40625,7.4,1.8,128,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Lehigh,01/30/2021,120,194.1,28242,369318,32.5,52.6,7647.1,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Lancaster,09/15/2020,34,36.7,7400,545724,6.2,6.7,1356,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Crawford,10/22/2020,9,9.1,448,84629,10.6,10.8,529.4,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Cambria,02/02/2021,25,36.7,10923,130192,19.2,28.2,8389.9,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Crawford,07/03/2020,0,1.4,67,84629,0,1.7,79.2,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Bucks,02/08/2021,183,199.1,41709,628270,29.1,31.7,6638.7,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Cumberland,03/11/2021,96,51.1,17064,253370,37.9,20.2,6734.8,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Pennsylvania,05/28/2021,782,920.1,1201767,12801989,6.1,7.2,9387.3,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Beaver,05/06/2021,41,29.6,14923,163929,25,18,9103.3,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Beaver,02/08/2021,75,47.4,11366,163929,45.8,28.9,6933.5,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Bradford,08/05/2020,0,0.9,104,60323,0,1.4,172.4,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Chester,04/02/2020,17,17.6,226,524989,3.2,3.3,43,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Lawrence,07/07/2020,12,5,146,85512,14,5.8,170.7,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Montgomery,10/06/2020,48,43.6,12573,830915,5.8,5.2,1513.2,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Beaver,10/16/2020,13,14.6,2136,163929,7.9,8.9,1303,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Franklin,12/08/2020,87,154.3,5919,155027,56.1,99.5,3818,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Lehigh,09/19/2020,13,13.7,5514,369318,3.5,3.7,1493,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Franklin,02/11/2021,52,51,12040,155027,33.5,32.9,7766.4,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Northampton,05/31/2021,3,12.1,35687,305285,1,4,11689.7,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Cumberland,08/24/2020,10,12.7,1477,253370,3.9,5,582.9,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Warren,06/03/2021,4,1,2627,39191,10.2,2.6,6703.1,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Susquehanna,08/20/2020,5,3,245,40328,12.4,7.4,607.5,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Bedford,05/01/2021,8,10.9,4367,47888,16.7,22.7,9119.2,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Adams,12/09/2020,109,75.7,2786,103009,105.8,73.5,2704.6,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Westmoreland,06/27/2020,11,13.1,632,348899,3.2,3.8,181.1,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Centre,02/18/2021,47,56.6,12780,162385,28.9,34.8,7870.2,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Franklin,09/13/2020,9,11.9,1667,155027,5.8,7.6,1075.3,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Potter,08/27/2020,0,0.3,25,16526,0,1.7,151.3,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Wayne,01/07/2021,56,44.7,2215,51361,109,87.1,4312.6,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Philadelphia,03/06/2021,158,276.7,115694,1584064,10,17.5,7303.6,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Northampton,09/02/2020,6,8,4175,305285,2,2.6,1367.6,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Lancaster,08/16/2020,15,36.1,6241,545724,2.7,6.6,1143.6,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Centre,03/04/2021,33,32.7,13301,162385,20.3,20.1,8191,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Union,02/14/2021,30,23.7,4938,44923,66.8,52.8,10992.1,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Columbia,03/14/2021,4,7.9,4775,64964,6.2,12.1,7350.2,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Greene,02/22/2021,20,9.3,2636,36233,55.2,25.6,7275.1,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Snyder,05/10/2021,9,6.7,3590,40372,22.3,16.6,8892.3,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Berks,10/12/2020,73,68.3,7908,421164,17.3,16.2,1877.7,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Cambria,10/16/2020,38,18.7,901,130192,29.2,14.4,692.1,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Berks,02/28/2021,44,86.3,35663,421164,10.4,20.5,8467.7,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Carbon,09/29/2020,2,2.1,475,64182,3.1,3.3,740.1,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Beaver,05/16/2021,10,30.3,15201,163929,6.1,18.5,9272.9,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Indiana,01/23/2021,11,23.3,4663,84073,13.1,27.7,5546.4,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Allegheny,10/01/2020,67,76.3,12532,1216045,5.5,6.3,1030.6,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Chester,05/26/2021,29,33.6,40490,524989,5.5,6.4,7712.5,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Crawford,10/10/2020,3,2.9,356,84629,3.5,3.4,420.7,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Wayne,06/28/2020,0,1,138,51361,0,1.9,268.7,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Beaver,09/23/2020,10,6.4,1862,163929,6.1,3.9,1135.9,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Indiana,05/08/2021,12,21.4,6110,84073,14.3,25.5,7267.5,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
McKean,01/10/2021,11,36.4,2132,40625,27.1,89.7,5248,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Luzerne,01/11/2021,155,218,19791,317417,48.8,68.7,6235,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Greene,12/26/2020,20,27.6,1554,36233,55.2,76.1,4288.9,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Pennsylvania,12/07/2020,10263,10005.1,440374,12801989,80.2,78.2,3439.9,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Chester,03/21/2020,3,3.1,24,524989,0.6,0.6,4.6,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Erie,07/31/2020,30,15.6,965,269728,11.1,5.8,357.8,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Cumberland,04/14/2021,57,64.4,18818,253370,22.5,25.4,7427.1,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Somerset,10/01/2020,6,2.7,241,73447,8.2,3.7,328.1,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Bucks,08/17/2020,14,31.1,7459,628270,2.2,5,1187.2,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Lancaster,08/02/2020,31,51.3,5695,545724,5.7,9.4,1043.6,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Centre,11/06/2020,94,46.7,4717,162385,57.9,28.8,2904.8,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Dauphin,08/30/2020,30,25.9,3339,278299,10.8,9.3,1199.8,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Schuylkill,12/28/2020,149,121,7641,141359,105.4,85.6,5405.4,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Philadelphia,03/14/2021,179,290.4,117932,1584064,11.3,18.3,7444.9,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Northumberland,08/21/2020,23,12.3,639,90843,25.3,13.5,703.4,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Blair,05/14/2021,46,31.4,13137,121829,37.8,25.8,10783.1,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Franklin,09/03/2020,9,8.6,1567,155027,5.8,5.5,1010.8,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Dauphin,08/27/2020,30,24.4,3257,278299,10.8,8.8,1170.3,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Crawford,08/13/2020,5,4.3,181,84629,5.9,5.1,213.9,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Warren,12/22/2020,30,51.1,1259,39191,76.5,130.5,3212.5,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Chester,10/20/2020,30,35.9,7760,524989,5.7,6.8,1478.1,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Columbia,09/14/2020,2,4.3,862,64964,3.1,6.6,1326.9,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Cameron,01/27/2021,0,2.3,239,4447,0,51.4,5374.4,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Delaware,04/07/2021,219,198.9,46173,566747,38.6,35.1,8147,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Montgomery,06/15/2020,22,40,8002,830915,2.6,4.8,963,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Bucks,06/01/2020,17,30.9,5158,628270,2.7,4.9,821,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Pennsylvania,10/17/2020,1280,1436.1,183668,12801989,10,11.2,1434.7,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Venango,05/30/2020,0,0.1,12,50668,0,0.3,23.7,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Warren,02/11/2021,4,6.4,2098,39191,10.2,16.4,5353.3,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Union,12/07/2020,38,32.6,1971,44923,84.6,72.5,4387.5,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Northumberland,03/20/2021,11,21.1,8393,90843,12.1,23.3,9239,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Montour,01/18/2021,8,17.3,1453,18230,43.9,94.8,7970.4,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Philadelphia,03/31/2021,604,542.3,126257,1584064,38.1,34.2,7970.4,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Schuylkill,01/17/2021,77,108,10331,141359,54.5,76.4,7308.3,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Allegheny,12/07/2020,697,819.6,34836,1216045,57.3,67.4,2864.7,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Chester,05/16/2020,16,36.6,2146,524989,3,7,408.8,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Pennsylvania,04/27/2021,3301,3477.4,1143855,12801989,25.8,27.2,8935,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Chester,09/01/2020,22,27.9,5736,524989,4.2,5.3,1092.6,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Somerset,07/05/2020,1,0.4,67,73447,1.4,0.6,91.2,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Pennsylvania,06/13/2020,342,465,79128,12801989,2.7,3.6,618.1,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Elk,12/17/2020,55,32,1027,29910,183.9,107,3433.6,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Carbon,01/30/2021,27,36.6,4421,64182,42.1,57,6888.2,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
McKean,09/29/2020,1,0.6,69,40625,2.5,1.4,169.8,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Warren,05/24/2021,0,2.6,2614,39191,0,6.6,6669.9,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Centre,02/02/2021,80,93.1,11759,162385,49.3,57.4,7241.4,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Dauphin,06/16/2020,16,21.7,1703,278299,5.7,7.8,611.9,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Lehigh,10/03/2020,20,22,5816,369318,5.4,6,1574.8,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Elk,12/10/2020,36,27,803,29910,120.4,90.3,2684.7,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Lebanon,08/26/2020,8,4.4,1706,141793,5.6,3.1,1203.2,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Lancaster,05/02/2020,35,49.7,1937,545724,6.4,9.1,354.9,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Snyder,02/24/2021,7,5.4,3099,40372,17.3,13.4,7676.1,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Susquehanna,03/06/2021,2,5,1741,40328,5,12.4,4317.1,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Allegheny,02/23/2021,232,242.7,75388,1216045,19.1,20,6199.4,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Chester,06/06/2021,11,12.9,40660,524989,2.1,2.4,7744.9,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Cumberland,11/17/2020,163,99.1,3815,253370,64.3,39.1,1505.7,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Erie,11/08/2020,79,54.4,2682,269728,29.3,20.2,994.3,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
York,05/16/2020,17,11.4,862,449058,3.8,2.5,192,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Lebanon,12/02/2020,202,101.7,5769,141793,142.5,71.7,4068.6,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Snyder,02/28/2021,6,7.4,3126,40372,14.9,18.4,7743,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Lebanon,08/03/2020,4,4.1,1592,141793,2.8,2.9,1122.8,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Crawford,09/29/2020,3,2.1,326,84629,3.5,2.5,385.2,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Monroe,11/03/2020,27,19.7,2181,170271,15.9,11.6,1280.9,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Pennsylvania,03/30/2021,4394,4071.9,1026096,12801989,34.3,31.8,8015.1,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Lebanon,02/10/2021,42,53.3,12331,141793,29.6,37.6,8696.5,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Crawford,05/15/2021,10,16,7279,84629,11.8,18.9,8601.1,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Lancaster,07/03/2020,32,35.9,4575,545724,5.9,6.6,838.3,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Greene,05/14/2021,13,6,3229,36233,35.9,16.6,8911.8,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Sullivan,01/25/2021,1,5.3,261,6066,16.5,87.1,4302.7,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Wyoming,05/09/2020,0,0.1,27,26794,0,0.5,100.8,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Cumberland,03/03/2021,55,95.3,16678,253370,21.7,37.6,6582.5,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Allegheny,03/16/2021,295,248.7,80546,1216045,24.3,20.5,6623.6,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Lancaster,09/26/2020,44,45.6,7873,545724,8.1,8.4,1442.7,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Luzerne,06/04/2021,17,17.6,31898,317417,5.4,5.5,10049.2,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Lehigh,09/30/2020,17,22.9,5748,369318,4.6,6.2,1556.4,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Greene,08/13/2020,3,2.1,135,36233,8.3,5.9,372.6,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Elk,11/18/2020,9,11.9,401,29910,30.1,39.6,1340.7,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Allegheny,08/22/2020,79,63.4,9914,1216045,6.5,5.2,815.3,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Cumberland,05/10/2020,17,11,461,253370,6.7,4.3,181.9,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Sullivan,04/11/2021,0,2.1,367,6066,0,35.3,6050.1,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Westmoreland,12/05/2020,279,292.1,11241,348899,80,83.7,3221.8,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Dauphin,10/14/2020,32,34.1,4308,278299,11.5,12.3,1548,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Lebanon,10/29/2020,75,52.7,3140,141793,52.9,37.2,2214.5,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Northumberland,02/03/2021,50,44.7,7071,90843,55,49.2,7783.8,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Franklin,11/09/2020,81,49,2778,155027,52.2,31.6,1791.9,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Beaver,05/10/2021,60,33,15049,163929,36.6,20.1,9180.2,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Berks,02/22/2021,85,97.1,35144,421164,20.2,23.1,8344.5,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Beaver,01/16/2021,57,96.1,10207,163929,34.8,58.6,6226.5,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Erie,10/04/2020,16,14.4,1676,269728,5.9,5.3,621.4,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Venango,08/26/2020,1,0.4,79,50668,2,0.8,155.9,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Columbia,06/04/2021,1,2.6,5862,64964,1.5,4,9023.5,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Franklin,06/08/2021,6,8.4,15385,155027,3.9,5.4,9924.1,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Cambria,09/02/2020,5,4.6,501,130192,3.8,3.5,384.8,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Cambria,01/13/2021,53,78,9906,130192,40.7,59.9,7608.8,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Beaver,01/22/2021,53,58.3,10558,163929,32.3,35.6,6440.6,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Beaver,12/22/2020,198,156.4,7701,163929,120.8,95.4,4697.8,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Cumberland,07/22/2020,6,11.9,1071,253370,2.4,4.7,422.7,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Franklin,08/02/2020,3,11.6,1294,155027,1.9,7.5,834.7,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Carbon,10/01/2020,2,1.6,479,64182,3.1,2.4,746.3,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Berks,02/21/2021,76,103.4,35059,421164,18,24.6,8324.3,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Lawrence,07/06/2020,4,3.3,134,85512,4.7,3.8,156.7,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Potter,07/06/2020,1,0.4,18,16526,6.1,2.6,108.9,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Elk,08/11/2020,4,1.1,57,29910,13.4,3.8,190.6,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Washington,08/03/2020,9,10.3,780,206865,4.4,5,377.1,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Warren,05/13/2021,0,3.1,2587,39191,0,8,6601,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Greene,01/01/2021,23,30,1744,36233,63.5,82.8,4813.3,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Northumberland,02/25/2021,14,12.4,8017,90843,15.4,13.7,8825.1,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Pike,12/18/2020,21,19.7,1234,55809,37.6,35.3,2211.1,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
