Jurisdiction,Date,New Cases,7-day Average New Cases,Cumulative cases                          ,Population (2019),New Case Rate,7-Day Average New Case Rate,Cumulative Case Rate,County FIPS Code,Longitude,Latitude,Georeferenced Lat & Long
Clinton,07/05/2020,1,0.7,83,38632,2.6,1.8,214.8,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Lycoming,10/05/2020,2,7.7,766,113299,1.8,6.8,676.1,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Monroe,02/24/2021,21,31.6,9575,170271,12.3,18.5,5623.4,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Northampton,05/21/2020,27,32.4,2865,305285,8.8,10.6,938.5,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Montour,03/19/2020,0,0,0,18230,0,0,0,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Tioga,03/14/2020,0,0,0,40591,0,0,0,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Columbia,03/23/2020,0,0.1,1,64964,0,0.2,1.5,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Lycoming,11/11/2020,32,23.7,1232,113299,28.2,20.9,1087.4,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Potter,05/01/2020,0,0,4,16526,0,0,24.2,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Cameron,08/24/2020,0,0,8,4447,0,0,179.9,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Fulton,12/05/2020,9,17.9,394,14530,61.9,122.9,2711.6,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Monroe,04/14/2021,54,85.4,12750,170271,31.7,50.2,7488.1,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Pike,04/01/2020,12,7.7,70,55809,21.5,13.8,125.4,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Cameron,10/26/2020,1,0.1,9,4447,22.5,3.2,202.4,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Warren,12/19/2020,78,47,1121,39191,199,119.9,2860.4,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Erie,03/09/2020,0,0,0,269728,0,0,0,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Venango,06/15/2020,0,0.1,19,50668,0,0.3,37.5,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Clarion,03/05/2020,0,,0,38438,0,,0,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Armstrong,06/28/2020,0,0.7,75,64735,0,1.1,115.9,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Erie,12/19/2020,196,214.4,9963,269728,72.7,79.5,3693.7,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Warren,03/19/2021,2,2.1,2251,39191,5.1,5.5,5743.7,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Susquehanna,08/27/2020,4,2.9,265,40328,9.9,7.1,657.1,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
McKean,04/27/2020,0,0.1,8,40625,0,0.4,19.7,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Venango,05/13/2020,1,0.1,9,50668,2,0.3,17.8,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Erie,08/11/2020,16,16.7,1162,269728,5.9,6.2,430.8,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Cambria,04/23/2020,1,1.1,22,130192,0.8,0.9,16.9,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Erie,03/11/2020,0,0,0,269728,0,0,0,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Indiana,01/28/2021,17,16.1,4743,84073,20.2,19.2,5641.5,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Indiana,03/03/2021,7,10.4,5107,84073,8.3,12.4,6074.5,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Butler,03/10/2021,51,37.7,14346,187853,27.1,20.1,7636.8,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Lebanon,06/22/2020,9,11.3,1282,141793,6.3,8,904.1,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Forest,04/18/2020,0,0,7,7247,0,0,96.6,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Butler,03/27/2020,16,5.6,40,187853,8.5,3,21.3,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Blair,03/04/2021,20,14.3,10779,121829,16.4,11.7,8847.6,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Greene,05/23/2020,0,0,28,36233,0,0,77.3,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Clinton,03/15/2021,5,7,2937,38632,12.9,18.1,7602.5,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Snyder,03/18/2020,0,0,0,40372,0,0,0,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Bedford,05/03/2020,0,0.3,24,47888,0,0.6,50.1,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Wyoming,04/09/2020,2,0.9,8,26794,7.5,3.2,29.9,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Potter,02/15/2021,0,2.9,911,16526,0,17.3,5512.5,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Greene,06/07/2020,0,0,28,36233,0,0,77.3,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Cameron,09/23/2020,0,0,8,4447,0,0,179.9,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Indiana,03/01/2020,0,,0,84073,0,,0,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Schuylkill,03/22/2020,3,0.7,5,141359,2.1,0.5,3.5,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Erie,12/25/2020,154,198.6,11157,269728,57.1,73.6,4136.4,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Tioga,12/01/2020,57,38.6,1132,40591,140.4,95,2788.8,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Susquehanna,10/29/2020,6,3.4,423,40328,14.9,8.5,1048.9,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Bedford,03/31/2020,1,0.4,3,47888,2.1,0.9,6.3,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Elk,03/02/2020,0,,0,29910,0,,0,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Clinton,05/22/2021,0,3.9,3663,38632,0,10,9481.8,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Clearfield,03/04/2020,0,,0,79255,0,,0,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Wyoming,10/17/2020,0,2.1,108,26794,0,8,403.1,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Pennsylvania,03/06/2020,2,,2,12801989,0,,0,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Forest,09/02/2020,0,0,14,7247,0,0,193.2,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Clinton,11/06/2020,15,7.4,339,38632,38.8,19.2,877.5,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Huntingdon,01/04/2021,36,31.7,3197,45144,79.7,70.3,7081.8,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Erie,03/24/2020,0,0.7,5,269728,0,0.3,1.9,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Lehigh,07/03/2020,13,14.4,4317,369318,3.5,3.9,1168.9,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Adams,04/07/2021,32,33.4,8406,103009,31.1,32.5,8160.5,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Clinton,09/21/2020,0,3.4,205,38632,0,8.9,530.6,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Wyoming,03/24/2020,0,0,0,26794,0,0,0,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Potter,11/18/2020,5,5.9,132,16526,30.3,35.4,798.7,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Juniata,05/05/2021,1,2.3,2078,24763,4,9.2,8391.6,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Forest,08/04/2020,0,0,9,7247,0,0,124.2,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Monroe,05/09/2020,13,7,1229,170271,7.6,4.1,721.8,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Bradford,05/20/2020,2,0.6,46,60323,3.3,0.9,76.3,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Mercer,04/01/2020,1,0.9,9,109424,0.9,0.8,8.2,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Clinton,09/09/2020,0,2,175,38632,0,5.2,453,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Warren,07/30/2020,0,0.1,13,39191,0,0.4,33.2,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Huntingdon,06/07/2020,0,0.7,236,45144,0,1.6,522.8,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Butler,12/29/2020,178,136.9,9211,187853,94.8,72.9,4903.3,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Fayette,04/13/2020,1,3.9,66,129274,0.8,3,51.1,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Crawford,11/28/2020,62,58,1901,84629,73.3,68.5,2246.3,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Berks,05/24/2020,23,26,3907,421164,5.5,6.2,927.7,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Adams,03/07/2020,0,,0,103009,0,,0,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Fulton,10/15/2020,0,0.7,61,14530,0,4.9,419.8,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Forest,04/21/2020,0,0,7,7247,0,0,96.6,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Butler,03/24/2021,36,43.4,14955,187853,19.2,23.1,7961,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Fulton,04/04/2020,1,0.1,1,14530,6.9,1,6.9,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Susquehanna,10/24/2020,3,3.9,407,40328,7.4,9.6,1009.2,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Adams,10/28/2020,14,15,1172,103009,13.6,14.6,1137.8,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Pike,04/18/2020,7,13.1,313,55809,12.5,23.5,560.8,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Juniata,06/01/2020,0,0,94,24763,0,0,379.6,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Fulton,11/24/2020,20,9.6,250,14530,137.6,65.9,1720.6,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Beaver,03/23/2020,0,0.4,4,163929,0,0.3,2.4,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Philadelphia,03/08/2020,0,0,0,1584064,0,0,0,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Montour,08/14/2020,4,1.3,112,18230,21.9,7.1,614.4,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Crawford,03/01/2021,17,14.6,6450,84629,20.1,17.2,7621.5,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Cameron,04/05/2020,0,0,1,4447,0,0,22.5,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Huntingdon,05/28/2020,0,0.7,228,45144,0,1.6,505.1,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Blair,03/05/2020,0,,0,121829,0,,0,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Elk,04/28/2020,0,0.1,4,29910,0,0.5,13.4,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Indiana,11/26/2020,36,52.1,2465,84073,42.8,62,2932,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Snyder,03/05/2020,0,,0,40372,0,,0,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Westmoreland,03/03/2020,0,,0,348899,0,,0,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Forest,07/27/2020,2,0.3,9,7247,27.6,3.9,124.2,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Luzerne,05/07/2020,14,25.1,2344,317417,4.4,7.9,738.5,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Luzerne,06/29/2020,4,5.9,2929,317417,1.3,1.8,922.8,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Luzerne,05/24/2020,9,17.7,2664,317417,2.8,5.6,839.3,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Potter,09/16/2020,0,0.1,26,16526,0,0.9,157.3,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Beaver,05/16/2020,0,3.6,516,163929,0,2.2,314.8,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Tioga,03/19/2020,0,0,0,40591,0,0,0,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Somerset,03/02/2020,0,,0,73447,0,,0,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Susquehanna,12/15/2020,18,12,832,40328,44.6,29.8,2063.1,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Greene,03/28/2020,0,0.9,6,36233,0,2.4,16.6,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Cameron,10/12/2020,0,0,8,4447,0,0,179.9,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Greene,06/18/2020,0,0.3,34,36233,0,0.8,93.8,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Tioga,11/07/2020,22,14.4,371,40591,54.2,35.5,914,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Cameron,04/09/2020,0,0,1,4447,0,0,22.5,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Northampton,03/14/2020,0,0.1,1,305285,0,0,0.3,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Pike,08/04/2020,0,0.4,533,55809,0,0.8,955,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Crawford,03/30/2020,0,0.6,4,84629,0,0.7,4.7,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Carbon,05/17/2020,0,2.4,216,64182,0,3.8,336.5,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Potter,02/18/2021,4,2,919,16526,24.2,12.1,5560.9,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Cameron,06/14/2020,0,0,2,4447,0,0,45,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Crawford,11/26/2020,41,55.1,1771,84629,48.4,65.2,2092.7,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Schuylkill,03/06/2020,0,,0,141359,0,,0,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Warren,04/10/2020,0,0,1,39191,0,0,2.6,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Clinton,08/04/2020,2,0.7,119,38632,5.2,1.8,308,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Adams,04/14/2021,56,38.7,8677,103009,54.4,37.6,8423.5,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Huntingdon,04/04/2021,3,9,4623,45144,6.6,19.9,10240.6,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Clinton,04/12/2020,0,0.7,8,38632,0,1.8,20.7,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Berks,05/10/2020,44,66.3,3417,421164,10.4,15.7,811.3,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Juniata,12/02/2020,27,14.4,794,24763,109,58.3,3206.4,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Bucks,03/21/2020,10,4.7,37,628270,1.6,0.8,5.9,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Venango,01/11/2021,23,34.7,2825,50668,45.4,68.5,5575.5,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Fulton,03/30/2020,0,0,0,14530,0,0,0,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Fulton,11/14/2020,1,4.6,151,14530,6.9,31.5,1039.2,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Bedford,11/23/2020,42,41.9,1278,47888,87.7,87.4,2668.7,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Indiana,03/25/2020,2,0.3,2,84073,2.4,0.3,2.4,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Montour,10/01/2020,5,4.3,202,18230,27.4,23.5,1108.1,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Cameron,09/01/2020,0,0,8,4447,0,0,179.9,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Wyoming,04/05/2021,18,20,1546,26794,67.2,74.6,5769.9,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Blair,09/14/2020,4,5.9,548,121829,3.3,4.8,449.8,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Fulton,04/02/2020,0,0,0,14530,0,0,0,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Adams,10/13/2020,12,8.1,982,103009,11.6,7.9,953.3,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Juniata,02/23/2021,10,4.9,1815,24763,40.4,19.6,7329.5,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Perry,01/23/2021,7,15.1,2306,46272,15.1,32.7,4983.6,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Juniata,02/18/2021,8,4.4,1794,24763,32.3,17.9,7244.7,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Schuylkill,03/13/2020,0,0,0,141359,0,0,0,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Indiana,03/10/2020,0,0,0,84073,0,0,0,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Warren,07/11/2020,1,0.3,9,39191,2.6,0.7,23,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Potter,03/25/2020,0,0.1,1,16526,0,0.9,6.1,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Montour,05/14/2020,0,0.1,52,18230,0,0.8,285.2,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Clinton,09/26/2020,2,2.1,212,38632,5.2,5.5,548.8,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Luzerne,07/01/2020,13,6.9,2948,317417,4.1,2.2,928.7,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
McKean,03/31/2020,0,0.1,1,40625,0,0.4,2.5,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Montour,07/24/2020,3,0.9,91,18230,16.5,4.7,499.2,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Venango,12/18/2020,60,54.1,1983,50668,118.4,106.9,3913.7,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Wyoming,01/21/2021,6,6.9,1001,26794,22.4,25.6,3735.9,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Sullivan,03/30/2020,0,0,0,6066,0,0,0,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Cameron,05/13/2020,0,0,2,4447,0,0,45,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Fulton,03/13/2020,0,0,0,14530,0,0,0,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Cameron,04/08/2020,0,0,1,4447,0,0,22.5,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Potter,04/17/2020,0,0,4,16526,0,0,24.2,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Mercer,05/29/2021,4,8.9,9599,109424,3.7,8.1,8772.3,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Berks,06/07/2020,15,20.3,4217,421164,3.6,4.8,1001.3,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Butler,12/28/2020,248,142.1,9033,187853,132,75.7,4808.5,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Huntingdon,03/23/2021,12,8,4521,45144,26.6,17.7,10014.6,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Cameron,06/07/2020,0,0,2,4447,0,0,45,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Venango,11/19/2020,25,23.6,705,50668,49.3,46.5,1391.4,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Clearfield,04/09/2020,3,0.9,12,79255,3.8,1.1,15.1,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Warren,03/14/2020,0,0,0,39191,0,0,0,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Beaver,03/08/2020,0,0,0,163929,0,0,0,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Monroe,06/22/2020,1,3.4,1388,170271,0.6,2,815.2,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Centre,03/29/2020,1,3.7,29,162385,0.6,2.3,17.9,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Monroe,05/17/2020,8,5.6,1271,170271,4.7,3.3,746.5,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Forest,05/15/2020,0,0,7,7247,0,0,96.6,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Fayette,04/12/2020,2,4.6,65,129274,1.5,3.5,50.3,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Clinton,06/30/2020,2,1.3,81,38632,5.2,3.3,209.7,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Lebanon,05/21/2020,4,3.7,896,141793,2.8,2.6,631.9,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Potter,03/17/2020,0,0,0,16526,0,0,0,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
